Year,Type,Country,Area,Activity,Fatal,Species ,,
1972,Unprovoked,USA,Hawaii,Spearfishing,N,2.4 m [8'] shark,,
1972,Unprovoked,AUSTRALIA,Tasmania,Diving for abalone,N,"White shark, 10'",,
1972,Invalid,USA,California,Diving,,Questionable incident,,
1972,Unprovoked,AUSTRALIA,Queensland,,Y,,,
1972,Unprovoked,AUSTRALIA,Queensland,,Y,,,
1972,Unprovoked,USA,Florida,Surfing,N,4.5' shark,,
1972,Unprovoked,USA,California,Free diving for abalone,N,"White shark, 4.4 m to 5 m [14.5' to 16.5']",,
1972,Unprovoked,FRENCH POLYNESIA,Tuamotus,Spearfishing,N,1.5 m grey reef shark,,
1972,Unprovoked,WESTERN SAMOA,Upolu Island,Swimming,Y,Thought to involve a tiger shark,,
1972,Unprovoked,AUSTRALIA,Queensland,,N,,,
1972,Unprovoked,MOZAMBIQUE,Gaza,Swimming,Y,,,
1972,Provoked,PACIFIC OCEAN,,Fishing,N,,,
1972,Unprovoked,USA,Hawaii,Spearfishing,N,,,
1972,Unprovoked,AUSTRALIA,Victoria,Surfing,N,7' shark,,
1972,Unprovoked,AUSTRALIA,Tasmania,,N,,,
1972,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,Y,,,
1972,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sitting in shallows,N,Zambesi shark,,
1972,Unprovoked,MOZAMBIQUE,Gaza,Standing,N,"White shark, 2.5 m [8.25']",,
1972,Unprovoked,FRANCE,Antibes,Swimming,N,White shark,,
1972,Unprovoked,MARSHALL ISLANDS,Illeginni Atoll,"Free diving, collecting shells",N,1.8 m [6'] grey reef shark,,
1971,Unprovoked,AUSTRALIA,New South Wales,,N,,,
1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,N,"White shark, 3 m [10']rk",,
1971,Unprovoked,AUSTRALIA,Queensland,,Y,,,
1971,Unprovoked,HONG KONG,Mirs Bay,Freedom Swimming,N,,,
1971,Provoked,AUSTRALIA,New South Wales,,N,,,
1971,Unprovoked,USA,Florida,Surfing,N,5' to 6' shark,,
1971,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,N,1.5 m to 2 m shark,,
1971,Unprovoked,USA,California,Scuba diving,N,"White shark, 5 m to 6 m [16.5' to 20']",,
1971,Unprovoked,USA,North Carolina,Surfing,N,,,
1971,Unprovoked,CROATIA,Istria County,Swimming,Y,White shark,,
1971,Unprovoked,AUSTRALIA,South Australia,Fishing,Y,,,
1971,Provoked,AUSTRALIA,New South Wales,Scuba diving & feeding fish,N,"Grey nurse shark, 11'",,
1971,Unprovoked,USA,Florida,Wading,N,,,
1971,Unprovoked,USA,California,Hookah diving (submerged),N,"White shark, 5.5 m to 6 m [18' to 20']",,
1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,N,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board",,
1971,Unprovoked,BRITISH ISLES,South Devon,Scuba diving,N,3.6 m porbeagle shark,,
1971,Unprovoked,KENYA,Coast Province,Swimming,N,"2 m [6'9""] shark",,
1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,Y,White shark according to tooth pattern and witnesses,,
1971,Unprovoked,MEXICO,Guerrero,Surfing,Y,,,
1971,Unprovoked,VENEZUELA,,,Y,,,
1971,Unprovoked,VENEZUELA,,,Y,,,
1971,Sea Disaster,MOZAMBIQUE,Between Beira & Maputo,Wreck of the 1689-ton Portuguese coaster Angoche,Y,,,
1971,Unprovoked,NEW ZEALAND,South Island,Surfing,N,"White shark, 4.6 m [15']",,
1971,Unprovoked,AUSTRALIA,Tasmania,Swimming,N,,,
1971,Unprovoked,AUSTRALIA,South Australia,Surfing,N,White shark,,
1971,Unprovoked,IRAN,Khuzestan Province,,N,,,
1971,Unprovoked,IRAN,Khuzestan Province,,N,,,
1970,Unprovoked,MOZAMBIQUE,Inhambe Province,Fishing for prawns,Y,,,
1970,Unprovoked,MOZAMBIQUE,Inhambe Province,Fishing for prawns,Y,,,
1970,Unprovoked,MICRONESIA,Namonuito Atoll,Fishing,N,1.8 m shark,,
1970,Sea Disaster,USA,Hawaii,Shipwreck,N,,,
1970,Unprovoked,,,,N,,,
1970,Unprovoked,USA,Hawaii,Body surfing,N,,,
1970,Unprovoked,USA,Florida,Surfing,N,,,
1970,Unprovoked,MICRONESIA,Eastern Caroline Islands,Diving,N,1.8 to 2 m C. albimarginatus,,
1970,Provoked,PALAU,Western Caroline Islands (North Pacific Ocean),Spearfishing,N,1 m shark,,
1970,Unprovoked,USA,Florida,Floating on a raft,N,,,
1970,Provoked,AUSTRALIA,New South Wales,,N,,,
1970,Unprovoked,USA,South Carolina,Swimming,N,"""Dog shark""",,
1970,Unprovoked,USA,Florida,Scuba diving,N,,,
1970,Invalid,,Caribbean Sea,Sea Disaster Sinking of ferryboat Christina,,Shark involvement prior to death was not confirmed,,
1970,Unprovoked,,,,N,Mako shark,,
1970,Provoked,USA,Florida,Fishing,N,7.5' shark,,
1970,Provoked,SOUTH AFRICA,KwaZulu-Natal,Scuba Diving,N,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female",,
1970,Unprovoked,GRENADA,St. Andrew Parish,Wading,Y,,,
1970,Unprovoked,GRENADA,St. Andrew Parish,Wading,Y,,,
1970,Sea Disaster,PHILIPPINES,200 nm southeast of Manila,Motor launch Baby Princesa capsized with 22 people on board,Y,,,
1970,Unprovoked,GRENADA,St. Andrew Parish,Swimming,Y,,,
1970,Provoked,,,Freediving,N,Wobbegong shark,,
1970,Unprovoked,SOLOMON ISLANDS,,Swimming,UNKNOWN,Wobbegong shark,,
1970,Invalid,USA,Hawaii,Body surfing,,Shark involvement prior to death was not confirmed,,
1970,Unprovoked,USA,Florida,Wading,N,,,
1970,Unprovoked,,,Wading,N,Carpet shark,,
1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,N,,,
1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,N,Zambesi shark,,
1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,N,Zambesi shark,,
1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,N,Zambesi shark,,
1970,Sea Disaster,EGYPT,Red Sea,Air disaster,Y,,,
1970,Unprovoked,MEXICO,Guerrero,Swimming,N,,,
1970,Unprovoked,ENGLAND,Devon,Attempted to return injured shark to the sea,N,8' blue shark,,
1970,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Freediving,N,,,
1970,Unprovoked,SRI LANKA,Western Province,Spearfishing / freediving,N,,,
1970,Unprovoked,SPAIN,Canary Islands,Spearfishing,N,Blue shark,,
1970,Boat,ITALY,Sardinia,Fishing on a boat,N,White shark,,
1970,Unprovoked,CROATIA,Zadar County,Spearfishing,UNKNOWN,White shark,,
1970,Unprovoked,IRAQ,Basrah,Washing cooking pans,N,,,
1970,Unprovoked,IRAQ,Basrah,Washing clothes on stairs,N,,,
1970,Unprovoked,IRAQ,Basrah,Swimming,Y,,,
1970,Unprovoked,IRAQ,Basrah,"Fishing, trying to catch the end of his fishing line",N,,,
1969,Unprovoked,AUSTRALIA,Western Australia,Swimming,N,,,
1969,Unprovoked,USA,Hawaii,Scuba diving for lobsters,N,>2.4 m [8'] shark,,
1969,Provoked,AUSTRALIA,New South Wales,,N,,,
1969,Unprovoked,USA,Hawaii,Diving,N,Oceanic whitetip shark,,
1969,Unprovoked,USA,California,Free diving for abalone,N,"White shark, 4.3 m 4.9 m [14' to 16']",,
1969,Unprovoked,USA,Florida,Floating on his back,N,,,
1969,Provoked,USA,Massachusetts,Fishing,N,,,
1969,Unprovoked,USA,Florida,Surfing,N,,,
1969,Unprovoked,USA,Florida,Body surfing,N,4' shark,,
1969,Unprovoked,,,,N,,,
1969,Provoked,ENGLAND,,,N,,,
1969,Provoked,USA,Florida,,N,Nurse shark,,
1969,Unprovoked,USA,California,Freediving for abalone (at surface),N,"White shark, 5 m [16.5']",,
1969,Unprovoked,USA,Florida,Wading,UNKNOWN,,,
1969,Unprovoked,JAMAICA,Clarendon,Diving,N,,,
1969,Unprovoked,USA,Florida,Wading,N,,,
1969,Provoked,USA,Texas,Surf-fishing,N,2' to 3' shark,,
1969,Provoked,USA,Florida,Diving,N,Nurse shark,,
1969,Unprovoked,DOMINICAN REPUBLIC,,Surfing,UNKNOWN,,,
1969,Unprovoked,AUSTRALIA,Queensland,,N,,,
1969,Invalid,AUSTRALIA,New South Wales,Netting pilchards,,"Considered a ""Doubtful"" incident",,
1969,Provoked,USA,Florida,Fishing,N,"Lemon shark, 9'",,
1969,Provoked,AUSTRALIA,New South Wales,,N,Mako shark,,
1969,Unprovoked,USA,Hawaii,Surfing,N,"White shark, identified by tooth fragments in surfboard",,
1969,Provoked,AUSTRALIA,Tasmania,Fishing,N,7-gill shark,,
1969,Invalid,AUSTRALIA,Queensland,Hard hat diving,,Questionable incident,,
1969,Unprovoked,AUSTRALIA,New South Wales,Freediving,N,,,
1969,Unprovoked,AUSTRALIA,Victoria,,N,Carpet shark,,
1969,Provoked,BAHAMAS,Eleuthera,Sight-seeing,N,10' shark,,
1968,Invalid,SOUTH AFRICA,KwaZulu-Natal,Freediving,,Questionable incident,,
1968,Provoked,AUSTRALIA,New South Wales,Feeding mullet to sharks,N,"Grey nurse shark, 10'",,
1968,Unprovoked,NEW ZEALAND,South Island,Surfing,N,White shark,,
1968,Unprovoked,AUSTRALIA,South Australia,,N,White shark,,
1968,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,N,"2 scalloped hammerhead sharks, 1.5 m & 1.8 m [5' & 6']",,
1968,Invalid,SOUTH AFRICA,KwaZulu-Natal,,,Questionable incident,,
1968,Boat,SOUTH AFRICA,KwaZulu-Natal,Fishing,N,"90-kg ""blackfin"" shark",,
1968,Sea Disaster,PAPUA NEW GUINEA,Madang Province,Wreck of the Storm King,,Shark involvement prior to death was not confirmed,,
1968,Provoked,AUSTRALIA,Western Australia,,N,,,
1968,Provoked,BAHAMAS,,,N,,,
1968,Unprovoked,USA,Florida,Spearfishing using Scuba,N,3 m [10'] bull shark,,
1968,Sea Disaster,PHILIPPINES,Moro Gulf,Sinking of the ferryboat Dumaguete,N,,,
1968,Invalid,USA,Florida,Surfing,,Shark involvement not confirmed,,
1968,Unprovoked,NEW ZEALAND,South Island,Spearfishing,Y,"White shark, 4.3 m [14'], (tooth fragment recovered)",,
1968,Unprovoked,USA,Florida,Playing with a frisbee in the shallows,N,a small hammerhead shark,,
1968,Unprovoked,USA,Florida,Standing,N,,,
1968,Unprovoked,FRENCH POLYNESIA,Society Islands,Swimming,N,,,
1968,Unprovoked,MALAYSIA,Johor,Leaving the water,N,,,
1968,Unprovoked,COLUMBIA,Magdalena Department,Dynamite fishing,N,2 m shark,,
1968,Unprovoked,USA,California,Free diving,N,"White shark, 4 m [13']",,
1968,Unprovoked,USA,Florida,Wading,N,,,
1968,Unprovoked,USA,South Carolina,Spearfishing using Scuba,N,4m [13'] shark,,
1968,Unprovoked,BAHAMAS,Great Exuma Island,Small boat with 2 men onboard hit a submerged coral formation. Men began swimming to shore,Y,,,
1968,Invalid,MEXICO,Baja California,,,Not authenticated,,
1968,Unprovoked,BAHAMAS,Eleuthera,Spearfishing,N,1.5 m to 2 m [5' to 6.75'] Caribbean reef shark,,
1968,Unprovoked,USA,Florida,Clamming,N,,,
1968,Unprovoked,ENGLAND,,,N,Blue shark,,change filename
1968,Invalid,TANZANIA,Mafia Island,Schooner sank during a storm,,Shark involvement not confirmed,,
1968,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Standing,N,,,
1968,Invalid,USA,Florida,Wading,,Shark involvement not confirmed,,
1968,Unprovoked,USA,Florida,,N,2.7 m [9'] silky shark,,
1968,Unprovoked,AUSTRALIA,New South Wales,"Diving. Shark “swallowed’ his hand, so he threw his other around the shark and went “shark-back riding” for 30 yards until the shark opened its jaws",N,"Bronze whaler shark, 1.8 m [6']",,
1968,Unprovoked,PAPUA NEW GUINEA,Gulf Province,Swimming,Y,,,
1968,Provoked,AUSTRALIA,New South Wales,,N,"""Blue whaler"" (Galeolamna)",,
1968,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading & pushing dinghy toward the shallows,N,1.5 m to 1.8m [5' to 6'] shark,,
1968,Unprovoked,USA,Florida,Surfing,N,,,
1968,Invalid,USA,Florida,Treading water,,Invalid,,
1968,Unprovoked,USA,Florida,Surfing,N,,,
1968,Unprovoked,AUSTRALIA,Western Australia,Swimming,N,,,
1968,Provoked,NEW ZEALAND,North Island,Picking up shark by the tail,N,3' shark,,
1968,Unprovoked,AUSTRALIA,South Australia,Spearfishing,N,"Bronze whaler shark, 3 m [10']",,
1968,Unprovoked,AUSTRALIA,New South Wales,,N,,,
1968,Unprovoked,MOZAMBIQUE,,Diving,N,,,
1968,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Swimming,Y,,,
1968,Unprovoked,COSTA RICA,Limón Province,Swimming after his canoe capsized,Y,,,
1968,Invalid,USA,Florida,Diving,,Questionable incident,,
1968,Invalid,USA,Florida,Surfing,,Questionable incident,,
1967,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,N,1.5 m to 1.8 m [5' to 6'] shark,,
1967,Invalid,PAPUA NEW GUINEA,Central Province,Spearfishing,,Questionable incident,,
1967,Unprovoked,FIJI,,,N,,,
1967,Unprovoked,AUSTRALIA,Victoria,Swimming,Y,,,
1967,Provoked,USA,,,N,,,
1967,Provoked,AUSTRALIA,New South Wales,Freediving,N,Grey nurse shark,,
1967,Unprovoked,AUSTRALIA,Queensland,,N,Grey nurse shark,,
1967,Provoked,FIJI,,Freediving,N,,,
1967,Sea Disaster,PHILIPPINES,Rombion Province,Sinking of the M/V Mindoro during a typhoon,Y,,,
1967,Invalid,SOUTH AFRICA,KwaZulu-Natal,,,Shark involvement prior to death was not confirmed,,
1967,Unprovoked,MEXICO,Veracruz,Swimming,Y,,,
1967,Unprovoked,USA,Florida,Standing on sandbar,N,small blacktip shark,,
1967,Unprovoked,TONGA,,Swimming,N,,,
1967,Invalid,USA,Hawaii,Boat capsized between O'ahu & Molokai,,Shark involvement prior to death was not confirmed,,
1967,Provoked,ITALY,Brindisi Province,Scuba diving,,2 m shark,,
1967,Provoked,PAPUA NEW GUINEA,New Ireland Province,Diving,UNKNOWN,,,
1967,Unprovoked,USA,Florida,Spearfishing,N,,,
1967,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Spearfishing,Y,,,
1967,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Spearfishing,Y,3.7 m [12'] shark,,
1967,Provoked,USA,California,Pulling shark from the water,N,5' blue shark,,
1967,Unprovoked,JAPAN,Kagawa Prefecture,,Y,,,
1967,Unprovoked,ITALY,Liguria,Spearfishing on Scuba,N,,,
1967,Unprovoked,AUSTRALIA,Western Australia,"Spearfishing, dived to pick up a float line",Y,White shark,,
1967,Unprovoked,BERMUDA,Hamilton,Floating,N,,,
1967,Unprovoked,COLUMBIA,,,N,,,
1967,Invalid,AUSTRALIA,New South Wales,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),,Shark involvement prior to death was not confirmed,,
1967,Unprovoked,USA,Florida,Spearfishing,N,"Nurse shark, 106 cm, 28-lb, male",,
1967,Unprovoked,BAHAMAS,Out Islands,Photographing sharks underwater using Scuba,N,1.5 m to 1.8 m [5' to 6'] sandbar shark,,
1967,Unprovoked,SENEGAL,Cap Vert Peninsula,Beach seine netting,N,1.8 m shark,,
1967,Unprovoked,USA,Florida,Snorkeling,N,,,
1967,Unprovoked,TURKEY,Mugla Province,Spearfishing,Y,,,
1967,Invalid,USA,South Carolina,Surfing,,Questionable incident,,
1967,Provoked,USA,Florida,Spearfishing,N,"Nurse shark, 1 m",,
1967,Provoked,ITALY,Sicily,Fishing boat,N,"White shark, 4 to 5 m [13' to 16.5']",,
1967,Provoked,AUSTRALIA,South Australia,,N,Bronze whaler shark,,
1967,Provoked,AUSTRALIA,,Feeding a shark,N,Grey nurse shark,,
1967,Provoked,UNITED KINGDOM,Gibraltar,Fishing,N,,,
1967,Provoked,NEW ZEALAND,North Island,Freediving,N,,,
1967,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,N,"White shark, 3 m [10']",,
1967,Provoked,AUSTRALIA,Victoria,Spearfishing,N,Grey nurse shark,,
1967,Invalid,AUSTRALIA,New South Wales,Vehicle plunged over cliff into the water,,Shark involvement prior to death was not confirmed,,
1967,Unprovoked,NEW ZEALAND,South Island,Lifesaving drill,Y,Thought to involve a white shark,,
1967,Unprovoked,PAPUA NEW GUINEA,New Britain,,N,3.7 m [12'] shark,,
1967,Sea Disaster,MEXICO,Veracruz,The shrimper Loless Maurine capsized in heavy seas & the men were swimming ashore,Y,,,
1967,Boat,SOUTH AFRICA,Western Cape Province,Fishing for rock lobster,N,White shark or thresher shark,,
1967,Provoked,SOUTH AFRICA,Western Cape Province,Spearfishing Competition,N,2.1 m [7'] sandtiger shark,,
1967,Unprovoked,MOZAMBIQUE,Bay of Maputo,Swimming in the channel,N,,,
1967,Provoked,AUSTRALIA,Victoria,Splashing,N,"""sand shark""",,
1966,Unprovoked,AUSTRALIA,Tasmania,Fishing,N,2.1 m [7'] shark,,
1966,Provoked,AUSTRALIA,New South Wales,Spearfishing,N,"Grey nurse shark, 1.5 m [5']",,
1966,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,N,"Grey nurse shark, 1.5 m [5']",,
1966,Unprovoked,SINGAPORE,,Wading,N,,,
1966,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,N,1.8 m [6'] shark,,
1966,Unprovoked,THAILAND,,,UNKNOWN,,,
1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,Y,3.7 m [12'] shark,,
1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Swimming,Y,3.7 m [12'] shark,,
1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Bathing,Y,3.7 m [12'] shark,,
1966,Unprovoked,AUSTRALIA,Queensland,"Free diving, carrying speargun",N,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun",,
1966,Provoked,USA,Hawaii,Fishing,N,,,
1966,Invalid,AUSTRALIA,Western Australia,Spearfishing,,Invalid,,
1966,Provoked,AUSTRALIA,Western Australia,Spearfishing,UNKNOWN,,,
1966,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,N,"Mako shark, 1.9 m [6.5']",,
1966,Provoked,USA,Florida,Hunting crayfish,N,"Nurse shark, 2.5'",,
1966,Invalid,BAHAMAS,Bimini Islands,Diving / UW photography,,Invalid,,
1966,Boat,AUSTRALIA,Northern Territory,,N,,,
1966,Invalid,SOUTH AFRICA,KwaZulu-Natal,Netting sharks,,Invalid,,
1966,Unprovoked,BAHAMAS,Bimini Islands,Snorkeling,N,,,
1966,Unprovoked,NEW BRITAIN,Duke of York Islands,Swimming,Y,A pack of 6 sharks,,
1966,Unprovoked,NEW BRITAIN,Duke of York Islands,Diving into water,Y,A pack of 6 sharks,,
1966,Unprovoked,CROATIA,Primorje-Gorski Kotar County,Swimming,Y,White shark,,
1966,Unprovoked,TAIWAN,,Lobster diving using Scuba,N,1.5 m to 2.1 m [5' to 7'] shark,,
1966,Unprovoked,ITALY,Taranto province,Attacked shark with fists,N,"""small shark""",,
1966,Invalid,USA,Delaware,Spearfishing on Scuba,,Invalid,,
1966,Unprovoked,USA,Florida,Wading,N,Spinner or blacktip sharks,,
1966,Unprovoked,USA,Texas,Diving for sand dollars,N,Lemon shark or sandtiger shark,,
1966,Provoked,USA,South Carolina,Killing a shark,N,4' shark,,
1966,Unprovoked,USA,Texas,Fishing,N,,,
1966,Unprovoked,TAIWAN,Northern Taiwan,Swimming,Y,,,
1966,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Swimming,Y,,,
1966,Invalid,USA,Florida,Free diving,,Invalid,,
1966,Boat,CARIBBEAN SEA,,,N,,,
1966,Provoked,USA,New Jersey,Clamming,N,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",,
1966,Provoked,USA,Florida,Fishing,N,1.2 m [4'] hammerhead shark,,
1966,Unprovoked,USA,Texas,Swimming,N,a small shark,,
1966,Provoked,FRENCH POLYNESIA,Society Islands,Fishing,N,,,
1966,Sea Disaster,AUSTRALIA,New South Wales,Sinking of the dredge World Atlas,Y,,,
1966,Unprovoked,AUSTRALIA,New South Wales,Fishing,N,1.8 m [6'] shark,,
1966,Sea Disaster,AUSTRALIA,,Shipwreck,Y,Believed white shark and other smaller species of sharks involved.,,
1966,Invalid,USA,Florida,Spearfishing / Scuba diving,,Invalid,,
1966,Sea Disaster,PHILIPPINES,,The passenger ship Pioneer Cebu capsized & sank in Typhoon Irma,Y,,,
1966,Unprovoked,USA,Puerto Rico,Swimming,N,,,
1966,Sea Disaster,AUSTRALIA,New South Wales,Overturned skiff,N,,,
1966,Provoked,AUSTRALIA,New South Wales,Fishing (big game),N,"Alleged to involve a White shark, 7.6 m [25']",,
1966,Sea Disaster,SUDAN,Red Sea,"The World Liberty and the tanker Mosli collided. The Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the water.",Y,,,
1966,Unprovoked,AUSTRALIA,New South Wales,Treading water,N,"White shark, 2.5 m [8.25'], an immature female, previously injured",,
1966,Provoked,SOUTH AFRICA,Western Cape Province,Helping men land a shark,N,Copper shark,,
1966,Sea Disaster,INDONESIA,North Sumatra,wreck of the State Oil Company ship Permina,Y,,,
1966,Unprovoked,USA,California,Free diving / spearfishing (resting on the surface),N,"White shark, 3 m [10']",,
1966,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,N,"Wobbegong shark, 5'",,
1966,Sea Disaster,COLUMBIA,,Colombian (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,Y,Shark involvement not confirmed,,
1966,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Standing,N,1.5 m to 1.8 m [5' to 6'] Zambesi shark,,
1966,Unprovoked,AUSTRALIA,Western Australia,Jumped into the water,N,76 cm [2.5'] carpet shark,,
1966,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,N,"1.8 m to 2 m [6' to 6'9""] shark",,
1966,Unprovoked,NEW ZEALAND,North Island,Body surfing,Y,,,
1966,Unprovoked,USA,Florida,Swimming,N,Hammerhead shark,,
1966,Invalid,USA,California,Walking,,Shark involvement not confirmed,,
1965,Unprovoked,AUSTRALIA,Western Australia,"Spearfishing, but standing in knee-deep water",N,1.8 m [6'] carpet shark,,
1965,Unprovoked,JOHNSTON ISLAND,,Freediving,N,Grey reef shark,,
1965,Boat,AUSTRALIA,South Australia,Fishing,N,15' shark,,
1965,Provoked,AUSTRALIA,Queensland,Fishing from 34' boat when pulled overboard by hooked shark,Y,4.6 m [15'] shark,,
1965,Unprovoked,PACIFIC OCEAN,"250 miles southwest of O'ahu, Hawaii","Hauling dead shark aboard, when another shark leapt out of the water & bit him",N,,,
1965,Invalid,PANAMA,Caribbean Sea,Argentine Air Force C-54,,Shark involvement not confirmed,,
1965,Unprovoked,AUSTRALIA,Queensland,Surfing,N,"Grey nurse shark, 2.4 m [8']",,
1965,Unprovoked,,,The boat Caribou II sank,N,,,
1965,Unprovoked,BAHAMAS,New Providence Island,Sunbathing on beach when he saw child being attacked by the shark,N,"1.8 m [6'], 180-lb shark",,
1965,Unprovoked,BAHAMAS,New Providence Island,Playing in the water,Y,"1.8 m [6'], 180-lb shark",,
1965,Unprovoked,NEW BRITAIN,West coast,"Spearfishing, shot a turtle",Y,2 sharks involved,,
1965,Unprovoked,PAPUA NEW GUINEA,New Britain,Wading,N,,,
1965,Provoked,PAPUA NEW GUINEA,Madang Province,Spearing fish,N,"""small shark""",,
1965,Provoked,PAPUA NEW GUINEA,East Sepik,Fishing (rod & line),N,0.9 m [3'] shark,,
1965,Unprovoked,MEXICO,Veracruz,,N,300-kg [662-lb] shark,,
1965,Invalid,PHILIPPINES,,"Arsinoe, a French tanker",,Shark involvement not confirmed,,
1965,Unprovoked,USA,New Jersey,Swimming,N,,,
1965,Provoked,BAHAMAS,Bimini Islands,Attempting to anesthetize shark,N,"Lemon shark, 0.5 m",,
1965,Unprovoked,MEXICO,Veracruz,Bathing,Y,,,
1965,Boat,BERMUDA,Hamilton,,N,,,
